temperature,humidity,pir,ultrasonic_distance,distance_change,entry_exit_event,mq135_raw,mq135_change,gas_rise_streak,true_occupancy
26.27,71.35,0,231.4,-37.2,NONE,1631.24,50.33,3,1
29.16,60.79,0,272.94,-10.11,NONE,1205.87,-1.57,3,0
26.67,72.8,0,233.67,-78.57,ENTER,1251.66,-2.3,1,0
27.13,58.66,1,179.04,-69.26,NONE,1550.79,20.21,6,1
26.44,48.82,1,211.73,-45.97,ENTER,1658.19,8.05,4,1
29.43,39.05,0,177.68,-5.79,NONE,1373.54,17.24,4,1
28.15,51.9,0,211.25,-7.76,NONE,977.31,32.12,3,1
31.49,71.56,0,199.24,0.37,NONE,1404.86,-0.62,0,0
31.47,76.49,0,190.62,47.0,EXIT,1461.58,0.19,5,1
29.51,77.27,0,160.41,-43.3,ENTER,1629.11,0.87,3,1
26.93,64.16,0,228.34,-48.57,ENTER,1193.45,-8.87,0,0
29.93,58.27,0,264.5,35.07,NONE,1393.91,37.93,9,1
27.28,57.28,1,220.82,5.66,NONE,1486.26,16.43,1,0
32.95,66.45,0,215.93,8.51,ENTER,958.48,12.15,0,0
33.02,65.65,0,163.88,2.35,NONE,1303.11,1.74,2,0
29.79,62.41,0,252.77,3.14,NONE,1162.01,10.18,2,0
28.47,86.81,0,149.25,-20.28,NONE,1277.16,-11.69,3,0
26.25,64.13,0,161.66,-18.92,NONE,1331.97,22.12,1,0
24.65,43.29,1,181.71,5.24,NONE,1656.54,2.71,4,1
28.31,64.67,0,202.86,3.8,NONE,2070.52,-2.67,1,0
27.6,51.71,0,151.01,5.03,NONE,1769.06,9.14,8,1
22.47,76.64,0,180.52,-19.51,NONE,1377.55,-27.55,1,1
27.7,48.93,1,218.95,-0.45,NONE,1492.63,-24.17,3,0
29.31,60.0,0,214.66,-13.92,NONE,1321.5,7.95,14,1
35.89,44.82,0,206.45,7.62,NONE,975.51,-13.72,0,0
29.14,86.75,0,216.94,11.72,NONE,1737.14,15.89,9,1
27.1,61.14,0,129.59,13.49,NONE,1248.86,-53.4,2,0
27.94,66.68,0,253.17,3.65,NONE,1273.52,5.86,0,0
29.2,59.31,0,172.94,-2.24,NONE,1263.68,15.06,1,0
29.91,64.89,1,162.75,-4.86,NONE,1375.14,-17.9,2,0
28.23,68.17,0,147.5,3.04,NONE,1256.81,-23.66,2,0
27.22,72.39,1,224.69,17.36,NONE,1491.11,59.8,6,1
29.64,85.85,0,260.36,-4.87,NONE,1226.73,-20.35,0,0
28.19,65.55,0,189.68,6.33,NONE,950.18,0.93,1,0
28.56,71.02,0,225.06,-0.79,NONE,1239.78,13.04,6,1
25.23,72.77,0,189.51,0.03,NONE,1528.38,-9.46,0,0
29.48,61.42,0,155.61,-5.17,NONE,1183.97,40.16,11,1
36.26,93.33,1,196.53,-27.2,NONE,1578.85,15.02,6,1
26.15,67.33,1,170.52,-10.03,NONE,1309.64,9.22,0,0
33.94,67.65,0,61.0,11.04,NONE,1563.07,-3.08,10,1
31.2,75.99,0,245.0,-2.59,NONE,952.79,26.48,4,0
38.4,63.41,1,180.2,2.07,NONE,1249.15,-4.08,2,0
33.68,73.13,1,198.25,0.92,NONE,1379.53,-12.43,8,1
30.54,56.0,0,199.43,1.27,NONE,1020.06,-4.37,3,0
25.13,68.88,0,252.46,4.65,NONE,1207.34,-18.27,4,0
30.85,64.31,0,166.04,-17.2,NONE,1248.19,-14.17,2,0
23.98,43.99,0,239.27,17.85,NONE,1492.04,-4.45,3,1
30.94,41.88,0,214.03,3.07,NONE,1599.68,5.12,3,0
26.95,62.27,0,161.72,13.46,NONE,1054.97,-1.68,0,0
28.18,56.81,1,177.79,23.3,NONE,1390.72,38.78,8,1
35.47,59.96,1,181.6,-34.57,NONE,1374.45,-14.9,3,1
32.13,62.29,0,253.53,51.34,EXIT,1245.14,-9.09,0,0
30.83,62.31,0,137.8,18.45,NONE,1251.81,8.55,0,0
27.53,75.16,0,307.54,69.78,EXIT,1500.01,9.47,3,1
31.47,70.4,0,220.7,17.95,NONE,1534.04,9.23,0,1
28.24,61.92,0,279.51,0.25,NONE,1558.37,6.62,4,0
23.67,58.65,1,278.18,71.42,EXIT,1549.29,-12.64,0,1
35.76,67.37,0,199.7,-0.27,NONE,1935.26,29.98,11,1
29.69,72.58,1,184.95,-7.76,NONE,1484.21,-22.58,6,1
28.0,68.72,0,280.79,-13.09,NONE,1110.64,0.47,3,0
26.93,81.6,0,130.62,-15.4,NONE,1450.16,-9.57,4,0
31.08,67.64,1,247.59,-8.33,NONE,1111.61,33.62,7,1
26.26,54.36,0,217.47,-30.09,NONE,1425.33,28.87,2,1
30.19,64.06,1,266.53,14.87,NONE,1517.35,4.22,2,0
34.02,69.48,1,157.64,10.4,NONE,1486.82,27.72,4,1
31.63,68.69,0,150.22,1.79,NONE,1330.39,42.55,0,1
34.85,50.01,1,244.53,-29.4,NONE,1898.65,23.61,3,1
27.8,42.3,0,199.86,3.23,NONE,1444.55,-30.45,0,0
27.46,56.25,1,216.51,-14.42,NONE,1032.31,19.66,3,0
30.68,68.29,0,246.51,-1.77,NONE,1125.74,-14.79,4,0
30.71,59.76,0,170.86,-8.73,NONE,1710.23,2.84,2,0
26.31,38.65,0,248.53,7.92,NONE,1517.08,33.37,11,1
27.27,64.35,1,212.14,-73.67,NONE,728.76,-16.52,6,1
29.59,51.98,0,242.94,-2.87,NONE,1327.52,11.67,7,1
28.66,58.72,0,102.56,1.76,NONE,1324.75,26.98,4,1
27.45,64.94,0,174.19,47.73,NONE,1052.14,17.31,4,1
23.6,57.29,0,224.55,-10.8,NONE,1128.3,-23.34,0,0
26.66,78.27,0,195.32,4.87,NONE,1242.65,-25.41,0,0
29.24,76.02,0,194.06,1.56,NONE,844.07,21.43,7,1
32.25,78.9,1,187.82,-0.97,NONE,1686.49,-2.43,6,1
30.41,71.1,0,113.29,-4.7,NONE,1022.01,6.17,3,0
33.29,58.39,1,276.19,46.5,EXIT,1376.38,19.1,4,1
27.29,68.41,0,215.25,50.41,EXIT,1573.37,-0.02,5,1
30.47,68.53,1,139.1,12.14,NONE,1622.09,-38.52,1,1
29.83,52.41,0,218.3,-10.34,NONE,1694.38,5.53,5,0
30.83,77.87,0,173.88,8.54,NONE,1427.81,-15.39,11,1
21.79,51.62,0,272.95,4.75,NONE,1189.72,31.53,11,1
34.77,62.22,0,260.35,-5.98,NONE,1232.43,2.22,0,0
29.49,72.54,1,316.96,3.07,NONE,1289.29,-13.04,3,0
34.75,71.64,1,255.35,-44.85,NONE,1293.06,30.59,1,1
28.78,58.1,1,183.42,-31.67,NONE,1548.63,28.12,1,1
25.9,57.72,1,216.11,-0.15,NONE,943.72,-10.86,6,1
27.48,57.27,1,189.13,48.45,EXIT,1261.37,8.25,5,0
23.83,47.19,0,219.45,-7.2,NONE,1301.17,12.4,14,1
26.48,89.58,0,204.16,-23.93,NONE,1082.75,-24.79,1,0
29.96,52.78,0,144.85,-87.81,ENTER,997.85,-13.24,2,0
37.58,62.74,1,210.21,19.93,NONE,1964.93,29.68,6,1
25.98,67.29,1,72.68,-16.67,NONE,1388.45,5.4,3,1
25.94,55.46,1,172.41,-2.31,NONE,1373.16,-21.24,3,0
27.48,70.06,0,188.06,-20.23,NONE,895.8,9.15,8,1
27.09,59.1,0,202.52,16.21,NONE,1197.51,16.42,2,0
29.66,50.76,0,202.61,-1.03,NONE,1440.06,54.52,1,0
22.9,85.75,0,187.86,-2.64,NONE,1903.66,-7.16,8,1
33.96,70.08,1,114.83,-1.67,NONE,1438.15,19.97,6,1
29.9,72.86,0,133.69,-7.82,NONE,1568.47,3.86,3,1
25.51,72.15,1,188.01,-4.77,NONE,1298.16,-1.59,3,0
31.9,65.36,1,193.06,-58.95,ENTER,1038.62,11.96,3,1
31.54,82.97,0,221.36,-9.17,NONE,1615.94,38.22,5,0
27.85,48.97,1,118.75,-3.14,ENTER,1659.03,7.98,0,1
33.85,37.46,0,176.39,-7.22,NONE,1231.91,-20.89,4,0
27.61,71.67,0,188.28,3.89,NONE,1123.92,4.75,0,0
32.28,62.96,1,240.66,10.57,NONE,1534.15,35.53,3,0
34.13,67.18,0,238.49,-3.95,NONE,1297.27,-22.2,7,1
32.77,62.78,1,183.62,8.19,NONE,1561.61,2.65,2,1
25.89,75.09,0,217.51,-6.66,NONE,1306.66,22.62,11,1
27.41,68.99,0,135.71,-0.16,NONE,1148.66,-22.33,0,0
30.03,80.01,0,247.43,2.01,NONE,1458.9,3.23,10,1
27.57,48.31,0,287.25,10.23,NONE,1252.77,-30.47,3,0
21.23,66.13,0,88.66,-44.5,ENTER,1056.91,11.04,1,1
33.15,74.41,1,213.12,6.69,NONE,1556.86,6.59,14,1
38.13,62.06,1,176.88,-8.24,NONE,1192.19,-9.49,9,1
29.73,45.36,0,181.63,4.06,NONE,1443.09,-24.02,8,1
23.82,52.8,0,289.08,7.78,NONE,1176.5,-26.41,3,0
28.51,66.28,0,164.09,7.28,NONE,886.1,16.34,0,0
27.36,56.29,0,193.32,-0.24,NONE,1105.01,7.02,0,0
30.19,76.41,1,204.4,17.18,NONE,1340.15,-13.43,4,1
33.02,71.6,0,188.12,14.42,NONE,1086.3,-33.58,1,0
29.19,68.4,0,146.68,-1.15,NONE,1659.98,9.97,5,1
31.02,54.18,0,328.35,12.71,NONE,1565.05,-6.96,4,0
29.94,46.64,0,142.53,1.56,NONE,1290.18,-8.38,1,0
24.18,73.61,1,187.57,27.36,NONE,1493.63,9.59,3,1
29.24,68.51,1,192.21,-0.48,NONE,1406.68,-5.72,1,0
30.36,85.57,1,175.47,16.16,NONE,1401.69,4.04,1,0
31.04,72.13,0,226.83,-10.38,NONE,1379.76,11.18,2,0
24.56,73.93,1,190.12,8.73,NONE,1252.39,-3.52,2,1
23.38,61.06,0,155.02,1.39,NONE,1642.72,1.2,0,0
31.19,71.71,0,177.74,22.94,NONE,1371.28,31.57,4,1
28.12,42.3,0,238.25,8.93,NONE,1292.26,18.26,4,1
31.26,52.45,0,225.59,13.53,NONE,1098.23,-32.44,0,0
26.84,60.08,1,210.6,-28.49,ENTER,1053.11,-8.01,0,0
29.97,71.68,0,69.23,-28.11,ENTER,1507.17,8.15,1,1
25.99,54.73,0,188.49,9.68,NONE,1504.5,-18.7,4,0
32.15,72.01,0,218.51,-11.2,NONE,1034.24,-10.98,0,0
27.26,62.11,1,192.75,3.13,NONE,1093.09,12.22,4,0
33.92,65.61,1,214.54,-6.74,NONE,1154.66,-13.62,0,0
30.13,74.23,0,174.29,-5.7,NONE,1602.56,8.64,13,1
32.84,74.09,0,204.69,15.31,NONE,1032.22,-13.2,0,0
32.8,61.84,0,160.35,-99.29,ENTER,1350.98,5.86,1,1
32.56,70.35,0,186.28,-4.0,NONE,1066.99,-6.86,1,0
26.88,61.81,0,227.82,3.88,NONE,1408.13,13.03,0,0
37.97,88.75,1,176.49,-21.54,NONE,1710.42,-21.23,1,1
26.74,66.67,1,214.87,35.84,EXIT,1994.95,38.23,3,1
23.89,72.93,1,61.38,-1.05,ENTER,1409.23,15.81,3,1
28.38,54.17,1,185.09,9.8,NONE,1287.66,3.55,11,1
33.97,69.34,1,113.52,-69.63,ENTER,1197.2,17.47,1,1
22.56,76.69,1,260.24,21.49,EXIT,1083.99,-21.12,1,1
27.18,45.57,0,222.8,1.9,NONE,1284.93,-1.82,13,1
33.33,55.16,0,270.26,2.4,NONE,1605.83,0.13,0,0
32.4,51.96,0,200.06,-16.1,NONE,1280.8,-8.19,2,0
21.49,50.37,0,237.9,-3.98,NONE,952.57,3.42,13,1
32.89,63.9,1,217.12,-10.75,NONE,1662.81,-5.54,6,1
26.16,41.24,1,224.39,6.0,NONE,1014.25,19.38,8,1
27.86,50.86,0,217.33,-5.59,NONE,1545.8,2.7,0,0
33.75,48.52,0,188.2,4.08,NONE,1259.33,36.32,3,1
36.77,67.17,0,187.58,-21.3,NONE,1974.66,28.63,5,1
28.79,61.36,0,203.02,-13.84,NONE,1166.22,-6.67,6,1
29.71,57.36,1,207.99,14.18,NONE,1777.55,-8.84,13,1
30.83,45.62,0,190.98,-9.06,NONE,1633.67,-15.13,6,1
34.2,53.88,0,158.05,-7.7,NONE,1650.15,-20.05,2,0
35.62,74.67,0,36.83,-5.28,NONE,1288.95,6.99,3,0
28.81,73.61,0,185.96,-13.74,NONE,1685.06,8.42,0,0
24.08,62.52,0,136.37,14.07,NONE,1376.31,9.28,2,0
23.08,55.3,0,183.86,4.53,NONE,1281.99,19.44,2,0
28.16,44.36,0,150.99,-10.4,NONE,1069.17,-9.14,0,0
26.2,58.53,0,215.15,-9.88,NONE,1363.56,4.92,4,1
28.32,72.43,1,267.83,-22.93,NONE,971.15,-9.41,3,0
21.5,52.75,0,232.66,12.07,NONE,811.23,1.63,4,0
31.64,85.64,1,182.89,31.44,NONE,1389.76,29.42,6,1
27.08,66.16,0,217.42,-0.99,NONE,1145.9,34.21,0,0
32.79,74.09,1,218.88,3.68,NONE,1419.57,-13.61,5,0
28.33,72.03,1,179.61,-22.37,NONE,1071.04,-3.68,1,1
26.24,54.33,1,190.05,-56.94,NONE,1349.99,5.11,8,1
21.08,59.54,1,224.46,-8.29,NONE,1757.62,25.32,0,0
29.01,51.81,0,281.44,80.84,EXIT,724.17,12.57,2,1
27.01,81.98,0,191.07,-1.67,NONE,1112.43,-21.3,1,0
20.18,69.1,0,193.81,0.31,NONE,985.74,-17.59,1,0
29.06,54.78,0,214.53,-10.49,NONE,1593.07,34.72,7,1
28.7,51.44,0,224.36,5.46,NONE,1331.96,-0.94,0,0
28.47,53.26,0,201.72,3.62,NONE,1405.58,21.66,0,0
29.82,52.02,0,224.37,2.47,NONE,1662.93,-17.47,6,1
26.23,69.15,0,204.31,3.81,NONE,1374.55,-38.24,4,0
32.98,61.18,0,230.72,4.11,NONE,1728.89,-10.85,14,1
23.24,37.04,1,220.84,4.4,NONE,1642.23,26.5,5,1
24.69,72.76,0,116.6,-2.01,NONE,1887.61,-8.6,0,0
31.76,60.79,0,164.12,-2.53,NONE,1140.22,27.82,0,0
26.19,50.65,0,210.67,12.48,NONE,1447.82,20.9,11,1
31.88,61.36,1,156.81,57.11,NONE,1732.96,14.06,8,1
26.57,67.79,0,205.34,-10.73,NONE,1038.25,7.06,4,0
29.97,83.87,0,152.25,20.97,NONE,1112.92,-17.36,0,0
30.42,47.51,1,151.78,-11.21,NONE,1608.21,40.47,7,1
23.99,84.97,0,148.07,-7.87,NONE,1325.21,-3.21,4,1
31.13,46.19,0,186.6,7.53,NONE,1619.73,13.27,13,1
27.37,63.78,0,207.03,-1.65,NONE,1059.04,11.06,5,1
27.0,62.55,1,234.59,8.11,NONE,1207.01,-18.46,0,0
24.5,77.56,0,128.0,-11.2,ENTER,1325.52,-29.66,0,1
24.56,78.9,0,232.57,-17.93,NONE,1511.08,6.32,3,0
26.46,78.91,0,267.85,-75.28,ENTER,1561.73,-23.05,2,0
27.32,65.12,1,254.21,-26.07,NONE,1250.62,27.87,8,1
26.46,64.19,0,147.32,-7.27,NONE,1345.94,0.81,5,0
34.01,73.71,0,285.42,-9.33,NONE,1495.39,47.2,5,1
26.0,39.83,0,266.11,-15.75,NONE,1361.15,-50.25,1,0
24.53,62.15,0,203.55,7.92,NONE,1487.5,17.14,4,1
24.34,75.2,0,193.42,-3.81,NONE,1536.01,-15.81,3,0
26.33,73.9,0,62.68,21.3,NONE,1518.34,20.53,2,0
20.14,74.25,0,320.85,-4.1,NONE,1495.82,10.09,0,0
24.44,55.84,0,248.51,52.59,EXIT,1229.63,14.79,0,0
22.08,77.33,1,193.48,-22.1,NONE,1611.21,5.91,7,1
29.59,62.65,1,168.83,6.63,NONE,949.81,4.98,0,0
33.9,63.67,0,338.2,11.75,NONE,1204.18,3.13,0,0
25.45,70.83,0,168.79,3.57,NONE,1112.11,36.36,11,1
34.49,67.38,0,181.26,-16.78,NONE,1185.34,-7.13,1,0
29.97,60.94,0,108.75,37.06,EXIT,1313.96,-6.41,0,0
34.95,60.18,0,196.59,7.69,NONE,1340.69,-1.88,2,0
35.9,42.11,1,192.17,-22.07,NONE,1628.71,-4.19,0,1
29.51,56.87,0,118.78,-3.57,NONE,1142.84,-2.97,0,0
25.92,72.67,0,172.86,1.28,NONE,1159.52,1.4,4,0
34.99,57.54,0,249.18,6.47,NONE,1652.53,-0.07,3,1
36.41,61.84,0,224.67,-6.14,NONE,1720.77,3.88,5,1
32.03,73.27,0,222.24,7.3,NONE,992.57,25.83,11,1
34.01,64.0,0,129.09,0.54,NONE,1229.56,3.46,0,0
32.8,60.79,1,215.16,3.59,NONE,1251.6,18.74,3,1
28.17,62.46,0,160.29,30.29,EXIT,887.62,15.36,1,0
27.94,50.6,0,254.16,3.93,NONE,1048.38,-2.78,2,0
22.97,83.83,0,366.46,-1.51,NONE,1198.76,19.38,1,0
33.18,68.3,0,227.39,4.22,NONE,1338.37,-39.44,0,0
30.9,64.53,0,239.56,-5.4,NONE,1489.94,38.48,7,1
30.62,57.32,1,202.15,-0.61,NONE,1666.89,31.25,7,1
26.79,51.09,1,196.94,6.54,NONE,1501.02,39.57,5,1
34.13,52.17,0,232.83,-39.58,NONE,1395.52,48.84,3,1
26.44,66.11,0,243.27,-5.68,NONE,1087.43,-28.18,2,0
26.25,47.94,0,233.25,4.72,NONE,1051.57,-15.7,1,0
25.61,60.66,0,208.62,-44.97,ENTER,1677.55,14.71,1,0
29.89,67.77,0,210.81,2.18,NONE,1298.2,23.04,0,0
25.74,60.36,1,255.92,11.41,NONE,1347.31,-24.99,0,0
28.67,57.28,1,200.05,4.66,NONE,1363.43,5.1,8,1
29.54,69.69,0,132.31,-19.85,NONE,1415.15,-0.3,0,0
27.81,67.14,0,194.61,-4.59,NONE,1474.28,-2.41,0,0
35.95,49.03,0,194.57,11.7,NONE,1681.38,34.04,0,0
32.85,52.47,0,204.12,8.18,NONE,1649.72,-3.87,3,1
21.44,57.78,1,247.84,8.84,NONE,1416.19,6.74,3,1
30.91,62.21,0,191.95,-17.17,NONE,1480.1,-41.99,0,0
27.33,49.81,0,183.15,-1.85,NONE,982.32,13.52,2,0
23.16,65.35,0,256.17,-2.13,NONE,1461.36,7.31,5,1
29.94,67.65,1,156.53,4.89,NONE,1489.91,-3.89,0,0
28.05,68.82,1,268.06,18.46,NONE,1601.12,8.04,4,1
30.63,77.43,1,198.2,-35.29,NONE,1039.72,34.82,8,1
27.96,73.89,0,182.12,-1.51,NONE,1411.11,28.91,3,0
32.84,61.94,1,150.43,7.19,NONE,1364.17,-21.76,2,0
34.33,87.81,0,125.76,-61.82,ENTER,1361.89,33.95,2,0
35.5,54.37,0,172.26,-0.06,NONE,1318.47,7.28,4,0
31.71,71.69,0,237.47,-24.24,NONE,1365.83,23.71,3,1
31.42,50.44,0,324.15,15.28,NONE,1166.84,-32.24,0,0
26.14,38.48,0,157.02,19.12,NONE,1398.41,1.56,7,1
33.21,65.95,1,20.0,-23.62,NONE,1404.46,19.5,3,1
29.44,64.07,0,120.49,2.51,NONE,1040.93,15.48,1,0
30.25,68.76,1,271.73,5.65,NONE,1422.99,18.16,2,0
26.83,53.77,0,213.09,-16.99,NONE,1311.08,-22.25,2,0
25.49,62.32,1,180.61,25.37,NONE,1776.04,-12.37,8,1
30.4,62.32,1,85.07,-75.23,ENTER,1518.76,16.41,5,1
25.92,80.07,0,223.85,-4.62,NONE,1518.51,-16.95,0,0
30.45,64.8,1,185.88,0.14,NONE,1845.49,16.03,4,1
26.44,50.04,0,176.17,5.1,NONE,1414.18,39.17,6,1
24.66,40.53,1,145.47,37.45,NONE,1016.61,-18.38,1,1
36.09,82.19,1,194.42,-8.21,NONE,1423.27,-1.73,2,0
31.5,39.3,0,183.23,17.48,NONE,997.31,11.12,1,0
28.0,61.08,1,222.9,58.01,EXIT,1247.4,-14.49,3,1
31.74,60.33,0,174.55,2.05,NONE,1207.98,-17.1,10,1
28.59,61.66,0,197.11,-78.67,ENTER,1374.27,-8.35,4,0
34.34,57.08,1,210.77,13.1,EXIT,1457.66,-33.64,4,1
25.31,74.76,0,193.2,-1.28,NONE,1155.35,25.08,0,0
26.19,55.56,0,207.34,26.53,NONE,1112.78,-3.68,5,1
24.24,71.32,1,262.34,19.38,NONE,1785.65,20.9,3,1
28.56,59.08,1,178.77,-1.76,NONE,1636.03,-12.38,9,1
30.93,75.3,0,281.99,8.29,NONE,1109.09,-2.78,4,0
29.8,69.47,1,224.0,11.79,NONE,1375.29,13.0,5,1
29.9,55.84,0,163.31,55.12,NONE,1443.3,29.08,2,1
31.44,61.3,0,282.54,3.37,NONE,1268.07,-35.73,3,0
30.18,47.55,0,101.59,-0.47,NONE,1322.42,7.85,4,0
31.77,72.77,1,221.51,-18.34,NONE,1334.43,19.29,0,1
33.95,81.2,0,245.52,1.44,NONE,1229.65,13.89,0,0
38.25,77.64,0,224.28,-3.79,NONE,1389.9,-9.91,5,1
28.36,63.19,1,183.75,4.82,NONE,1272.52,22.0,0,0
27.28,82.76,0,166.48,-4.66,NONE,1099.12,11.26,6,1
24.52,54.89,1,171.72,-0.47,NONE,1326.25,-9.33,0,0
27.32,64.58,0,232.25,2.86,NONE,1323.37,21.56,8,1
32.6,55.81,0,190.01,73.56,EXIT,1479.34,16.05,3,0
26.11,56.53,0,176.72,9.74,NONE,1092.82,-40.38,1,1
26.91,56.18,0,207.72,-7.68,NONE,1665.03,-1.17,0,1
23.74,61.78,1,182.76,-2.37,NONE,1496.14,-47.25,1,0
26.63,68.93,1,195.68,7.18,NONE,1269.53,-20.55,1,0
26.6,57.6,0,226.12,-18.78,NONE,1408.76,1.09,0,0
30.54,52.01,1,99.09,-29.08,ENTER,1367.63,-0.33,1,1
29.56,50.68,0,280.41,-12.71,NONE,1173.42,15.27,0,0
26.05,56.69,0,252.6,-3.49,NONE,1257.76,-44.17,0,0
27.94,55.36,0,242.94,-0.9,NONE,1324.2,-6.0,11,1
31.76,56.16,0,133.29,1.2,NONE,1361.78,-5.67,3,0
33.61,46.19,1,113.04,-11.81,ENTER,1640.05,-7.23,0,1
34.26,65.36,1,192.4,65.25,EXIT,1310.2,-25.91,1,1
29.96,67.4,0,117.61,17.25,NONE,1323.63,-28.21,0,0
31.77,68.04,0,214.33,7.24,NONE,1017.54,8.0,4,0
32.19,53.92,0,199.84,-12.84,NONE,977.73,-15.18,6,1
26.48,63.34,1,254.68,-5.31,NONE,1072.44,-4.19,2,0
32.0,57.99,1,231.24,14.11,NONE,1899.47,-11.77,1,0
18.79,79.39,0,263.1,1.02,NONE,1276.76,-0.21,2,0
29.26,70.03,0,181.29,0.85,NONE,1330.53,-24.27,0,0
28.46,50.4,1,181.84,-61.9,NONE,1841.13,13.05,5,1
35.1,75.02,0,96.4,6.79,NONE,1330.72,19.35,5,0
27.91,50.37,0,237.1,-5.29,NONE,2071.07,16.65,12,1
31.23,42.74,0,182.67,-56.91,ENTER,1255.66,-19.42,0,0
30.18,69.27,0,191.66,11.7,NONE,1279.62,0.05,0,0
26.5,56.62,0,178.44,-8.69,NONE,1276.14,-14.95,1,0
31.44,51.75,0,181.99,-53.22,ENTER,1259.8,12.01,1,0
32.85,74.58,0,171.76,-9.44,NONE,1141.99,-0.42,4,0
27.02,55.7,0,187.51,-38.37,ENTER,1609.05,-11.0,5,0
27.69,53.45,1,213.77,8.45,NONE,1231.64,3.37,1,0
28.67,75.81,0,207.94,-10.34,NONE,1359.95,-14.65,5,1
28.2,65.93,0,179.93,-36.54,NONE,1510.99,32.12,7,1
34.34,66.45,0,127.48,-7.95,NONE,1207.22,26.62,3,0
25.58,86.02,0,141.9,-11.83,NONE,1337.87,-14.99,0,0
29.22,85.9,0,254.48,65.38,EXIT,1664.13,-8.09,0,0
30.11,36.99,0,145.94,3.88,NONE,1306.39,-0.79,0,0
36.15,85.47,0,168.87,-5.38,NONE,1317.91,8.03,1,0
27.78,55.57,0,181.22,0.87,NONE,1678.49,18.0,9,1
21.61,53.81,0,191.87,8.92,NONE,1299.46,14.55,4,1
34.61,58.38,0,197.03,3.84,NONE,1412.22,15.01,8,1
26.71,53.45,0,190.35,-7.61,NONE,1479.91,-8.85,0,0
28.39,63.85,1,242.66,49.65,NONE,1364.68,20.97,7,1
30.32,64.53,0,150.08,-4.6,NONE,1263.4,40.52,2,0
30.68,68.31,1,184.54,-0.4,NONE,1148.56,3.03,4,1
24.9,56.73,0,154.51,25.21,NONE,1366.47,18.78,7,1
31.41,80.5,0,133.55,2.47,NONE,897.8,-17.53,3,0
26.64,55.92,1,147.86,8.8,NONE,890.64,29.11,0,0
30.19,69.84,0,271.77,0.81,NONE,1447.79,5.9,6,1
33.27,42.25,0,256.52,41.03,EXIT,1228.03,0.67,3,0
28.78,67.94,1,154.86,61.17,EXIT,1231.58,14.29,1,1
32.94,49.85,0,173.69,-74.12,ENTER,1050.96,-10.68,0,0
20.77,61.15,1,233.95,-13.2,NONE,1188.15,49.26,7,1
21.84,73.77,0,152.42,-17.2,NONE,1421.44,-5.01,5,0
24.52,77.98,0,266.3,-3.72,NONE,1289.08,35.49,11,1
24.75,70.09,0,123.9,4.11,NONE,1466.89,-4.71,3,0
24.61,70.46,0,210.14,2.37,NONE,819.26,-26.08,2,0
29.44,58.01,0,186.13,0.42,NONE,1565.88,15.8,12,1
25.73,44.39,0,211.32,-14.66,NONE,885.71,-14.59,1,0
26.55,30.85,0,171.08,10.7,NONE,1680.39,17.28,5,0
31.77,67.58,0,281.19,-42.98,ENTER,1220.11,20.91,0,0
27.42,46.3,0,212.03,4.81,NONE,1167.82,2.92,2,0
37.53,69.19,0,212.18,-8.53,NONE,1370.22,-9.87,1,0
23.73,70.41,0,223.12,-71.45,ENTER,1508.52,-16.25,2,1
36.15,59.09,0,92.71,-81.01,ENTER,1415.53,-2.49,0,1
26.59,64.07,0,147.7,-5.86,NONE,988.34,-20.59,2,0
19.98,39.11,0,222.6,-8.27,NONE,1703.05,34.19,10,1
33.02,53.43,1,219.75,4.08,NONE,1247.5,30.63,0,0
29.19,77.96,0,113.47,9.12,NONE,1503.22,7.15,3,0
32.31,62.73,1,178.41,-4.4,NONE,1597.69,-19.54,0,0
30.24,47.57,1,169.72,-20.7,NONE,1028.83,-23.67,0,0
23.4,50.81,0,253.19,0.14,NONE,1197.82,19.76,3,0
25.09,55.5,0,197.13,-7.7,NONE,1633.29,-11.42,14,1
25.73,40.83,0,171.93,8.22,NONE,1515.59,-48.86,1,0
30.03,60.71,0,218.28,4.37,NONE,1175.13,5.67,1,0
34.6,54.34,0,223.92,12.18,NONE,1659.57,-6.74,11,1
34.19,39.75,0,252.08,-1.84,NONE,1216.19,-6.21,0,0
28.14,63.61,0,206.77,32.88,EXIT,1455.87,29.28,3,1
32.8,65.97,1,218.67,34.07,NONE,1056.43,-2.97,4,1
31.86,76.7,0,229.28,10.3,NONE,1261.48,18.19,0,0
32.84,65.48,1,113.95,-51.51,ENTER,1586.61,27.65,5,1
32.82,56.38,0,195.0,0.59,NONE,1469.43,23.53,6,1
34.89,66.72,0,205.93,5.55,NONE,1197.81,-3.19,8,1
31.36,55.25,0,180.41,-3.85,NONE,1555.07,7.71,2,0
31.26,71.21,1,237.86,41.96,NONE,1306.48,14.74,8,1
26.27,42.66,0,243.6,-3.97,NONE,1121.29,23.31,1,0
25.02,56.02,1,174.04,-21.24,NONE,1106.78,7.93,2,1
25.53,53.86,1,220.6,9.75,NONE,1595.13,2.48,10,1
27.36,60.99,0,202.35,69.47,EXIT,1588.07,-12.01,3,1
28.98,71.66,0,211.75,0.04,NONE,1471.42,-1.42,5,0
31.87,46.73,0,264.0,-8.47,NONE,1742.02,-3.31,0,0
29.4,55.38,1,180.81,19.74,NONE,1485.05,-19.54,6,1
32.49,49.26,1,290.84,10.09,NONE,1310.03,-11.1,9,1
