current,power,occupancy_count,fan_state,light_state,energy_status
0.933,11.276,0,1,1,WASTAGE
0.03,0.375,0,0,0,NORMAL
0.96,11.515,1,1,1,NORMAL
0.013,0.156,1,0,0,LOW
0.026,0.294,0,0,0,NORMAL
0.027,0.28,0,0,0,NORMAL
0.813,9.755,0,1,1,WASTAGE
0.744,8.907,1,1,1,NORMAL
0.643,7.613,1,1,1,NORMAL
0.637,7.628,1,1,0,NORMAL
0.846,10.241,1,1,1,NORMAL
0.0,0.044,1,0,0,LOW
0.035,0.422,0,0,0,NORMAL
0.662,7.854,1,1,1,NORMAL
0.772,9.352,1,1,1,NORMAL
0.018,0.332,1,0,0,LOW
0.45,5.44,0,1,0,WASTAGE
0.741,8.868,0,1,1,WASTAGE
0.448,5.304,0,1,0,WASTAGE
0.024,0.202,1,0,0,LOW
0.828,9.938,0,1,1,WASTAGE
0.016,0.243,0,0,0,NORMAL
0.492,5.888,0,1,0,WASTAGE
0.036,0.338,1,0,0,LOW
0.877,10.533,1,1,1,NORMAL
0.69,8.343,0,1,1,WASTAGE
0.006,0.049,1,0,0,LOW
0.021,0.233,1,0,0,LOW
0.751,8.947,0,1,0,WASTAGE
0.638,7.679,1,1,1,NORMAL
0.032,0.31,0,0,0,NORMAL
0.006,0.033,1,0,0,LOW
0.016,0.207,1,0,0,LOW
1.029,12.379,0,1,1,WASTAGE
0.287,3.429,0,0,1,WASTAGE
0.264,3.223,0,0,1,WASTAGE
0.74,8.969,0,1,0,WASTAGE
0.019,0.229,0,0,0,NORMAL
0.023,0.313,1,0,0,LOW
0.471,5.646,0,0,1,WASTAGE
0.409,4.908,0,0,1,WASTAGE
1.002,11.973,0,1,1,WASTAGE
0.379,4.526,0,0,1,WASTAGE
0.587,7.005,1,1,1,NORMAL
0.009,0.164,0,0,0,NORMAL
0.48,5.794,1,1,0,NORMAL
0.712,8.589,0,1,0,WASTAGE
0.377,4.626,0,0,1,WASTAGE
0.532,6.309,0,0,1,WASTAGE
0.63,7.619,0,1,1,WASTAGE
0.714,8.603,1,1,1,NORMAL
0.3,3.641,0,0,1,WASTAGE
0.411,4.983,0,0,1,WASTAGE
0.461,5.51,0,0,1,WASTAGE
0.024,0.243,1,0,0,LOW
0.453,5.487,0,0,1,WASTAGE
0.002,0.057,1,0,0,LOW
0.0,0.001,1,0,0,LOW
0.012,0.183,0,0,0,NORMAL
0.641,7.691,1,1,0,NORMAL
0.575,6.907,1,1,0,NORMAL
0.951,11.424,0,1,1,WASTAGE
0.474,5.664,0,1,0,WASTAGE
0.019,0.174,0,0,0,NORMAL
0.348,4.196,0,0,1,WASTAGE
0.512,6.099,0,1,0,WASTAGE
0.826,9.977,1,1,1,NORMAL
0.026,0.343,0,0,0,NORMAL
0.257,3.122,0,0,1,WASTAGE
0.022,0.26,0,0,0,NORMAL
0.022,0.253,0,0,0,NORMAL
0.823,9.871,1,1,1,NORMAL
0.581,6.98,1,1,0,NORMAL
0.014,0.171,1,0,0,LOW
0.008,0.114,0,0,0,NORMAL
0.042,0.329,0,0,0,NORMAL
0.702,8.464,0,1,1,WASTAGE
0.439,5.24,1,1,0,NORMAL
0.009,0.008,0,0,0,NORMAL
0.457,5.515,1,1,0,NORMAL
0.67,8.099,1,1,1,NORMAL
0.292,3.548,0,0,1,WASTAGE
0.019,0.235,1,0,0,LOW
0.532,6.398,0,0,1,WASTAGE
0.603,7.218,1,1,1,NORMAL
0.776,9.304,1,1,1,NORMAL
0.487,5.836,0,0,1,WASTAGE
0.333,4.009,0,0,1,WASTAGE
0.045,0.492,0,0,0,NORMAL
0.281,3.401,0,0,1,WASTAGE
0.539,6.63,0,0,1,WASTAGE
0.006,0.175,1,0,0,LOW
0.549,6.459,0,0,1,WASTAGE
0.019,0.29,1,0,0,LOW
0.622,7.466,0,1,0,WASTAGE
0.605,7.259,0,1,0,WASTAGE
0.042,0.485,0,0,0,NORMAL
0.012,0.243,0,0,0,NORMAL
0.721,8.608,1,1,1,NORMAL
0.865,10.312,1,1,1,NORMAL
0.538,6.409,0,0,1,WASTAGE
0.02,0.284,1,0,0,LOW
0.514,6.168,0,0,1,WASTAGE
0.007,0.023,1,0,0,LOW
0.398,4.745,0,1,0,WASTAGE
0.894,10.804,1,1,1,NORMAL
0.517,6.292,1,1,0,NORMAL
0.608,7.352,0,1,1,WASTAGE
0.754,9.048,1,1,1,NORMAL
0.832,9.969,1,1,1,NORMAL
1.026,12.266,0,1,1,WASTAGE
0.016,0.118,1,0,0,LOW
0.423,5.128,1,1,0,NORMAL
0.417,5.069,0,1,0,WASTAGE
0.02,0.24,0,0,0,NORMAL
0.037,0.345,1,0,0,LOW
0.038,0.407,0,0,0,NORMAL
0.537,6.46,1,1,0,NORMAL
0.637,7.547,0,1,0,WASTAGE
0.017,0.167,0,0,0,NORMAL
0.036,0.394,1,0,0,LOW
0.426,5.099,0,0,1,WASTAGE
0.002,0.046,0,0,0,NORMAL
0.437,5.262,0,0,1,WASTAGE
0.724,8.767,1,1,1,NORMAL
0.937,11.166,0,1,1,WASTAGE
0.658,7.825,1,1,0,NORMAL
0.0,0.043,0,0,0,NORMAL
0.84,10.097,1,1,1,NORMAL
0.734,8.753,0,1,0,WASTAGE
0.03,0.336,0,0,0,NORMAL
0.442,5.314,0,1,0,WASTAGE
0.481,5.745,0,0,1,WASTAGE
0.559,6.625,0,1,0,WASTAGE
0.45,5.366,1,1,0,NORMAL
0.019,0.159,1,0,0,LOW
0.0,0.102,0,0,0,NORMAL
0.415,5.054,0,0,1,WASTAGE
0.613,7.362,1,1,1,NORMAL
1.018,12.31,0,1,1,WASTAGE
0.548,6.496,1,1,0,NORMAL
0.006,0.101,1,0,0,LOW
0.02,0.193,0,0,0,NORMAL
0.426,5.047,0,0,1,WASTAGE
0.004,0.067,0,0,0,NORMAL
0.542,6.485,0,0,1,WASTAGE
0.264,3.253,0,0,1,WASTAGE
0.646,7.74,1,1,0,NORMAL
0.674,8.04,0,1,1,WASTAGE
0.504,6.05,0,1,0,WASTAGE
0.008,0.227,0,0,0,NORMAL
0.498,5.98,0,0,1,WASTAGE
0.945,11.356,1,1,1,NORMAL
0.653,7.788,0,1,1,WASTAGE
0.014,0.182,0,0,0,NORMAL
0.46,5.41,0,1,0,WASTAGE
0.525,6.289,1,1,0,NORMAL
0.655,7.848,1,1,0,NORMAL
0.0,0.056,1,0,0,LOW
0.616,7.361,1,1,1,NORMAL
0.876,10.442,0,1,1,WASTAGE
0.739,8.925,1,1,1,NORMAL
0.044,0.489,0,0,0,NORMAL
0.61,7.362,1,1,0,NORMAL
0.302,3.706,0,0,1,WASTAGE
0.811,9.684,1,1,1,NORMAL
0.728,8.707,0,1,1,WASTAGE
0.643,7.706,0,1,0,WASTAGE
0.385,4.531,0,0,1,WASTAGE
0.029,0.256,0,0,0,NORMAL
0.02,0.211,0,0,0,NORMAL
0.906,10.874,0,1,1,WASTAGE
0.81,9.72,1,1,0,NORMAL
0.001,0.092,0,0,0,NORMAL
0.023,0.229,0,0,0,NORMAL
0.02,0.192,0,0,0,NORMAL
0.503,6.105,1,1,0,NORMAL
0.787,9.302,0,1,1,WASTAGE
0.631,7.567,1,1,1,NORMAL
0.747,8.993,1,1,1,NORMAL
0.626,7.516,0,1,0,WASTAGE
1.022,12.224,0,1,1,WASTAGE
0.021,0.271,0,0,0,NORMAL
0.795,9.467,1,1,1,NORMAL
0.255,3.015,0,0,1,WASTAGE
0.429,5.172,1,1,0,NORMAL
0.619,7.309,1,1,0,NORMAL
0.034,0.455,0,0,0,NORMAL
0.325,3.852,0,0,1,WASTAGE
0.788,9.447,0,1,1,WASTAGE
0.003,0.116,1,0,0,LOW
0.027,0.316,1,0,0,LOW
0.975,11.743,0,1,1,WASTAGE
0.021,0.409,0,0,0,NORMAL
0.569,6.761,1,1,0,NORMAL
0.666,7.873,1,1,0,NORMAL
0.039,0.38,0,0,0,NORMAL
0.33,3.985,0,0,1,WASTAGE
0.624,7.429,1,1,1,NORMAL
0.016,0.225,0,0,0,NORMAL
0.922,10.949,0,1,1,WASTAGE
0.411,4.864,0,0,1,WASTAGE
0.548,6.419,1,1,0,NORMAL
0.393,4.768,0,0,1,WASTAGE
0.02,0.24,0,0,0,NORMAL
0.635,7.645,0,1,1,WASTAGE
0.71,8.532,0,1,0,WASTAGE
0.024,0.151,1,0,0,LOW
0.485,5.836,1,1,0,NORMAL
1.037,12.504,0,1,1,WASTAGE
0.007,0.101,1,0,0,LOW
0.974,11.769,1,1,1,NORMAL
0.023,0.196,1,0,0,LOW
0.585,7.111,1,1,1,NORMAL
0.028,0.314,0,0,0,NORMAL
0.035,0.411,0,0,0,NORMAL
0.747,8.906,1,1,1,NORMAL
0.0,0.033,1,0,0,LOW
0.491,5.864,1,1,0,NORMAL
0.604,7.284,0,1,1,WASTAGE
0.557,6.685,0,1,0,WASTAGE
0.504,5.986,0,0,1,WASTAGE
0.76,9.127,0,1,1,WASTAGE
0.011,0.121,1,0,0,LOW
0.591,7.13,0,1,1,WASTAGE
0.937,11.217,1,1,1,NORMAL
0.716,8.581,1,1,1,NORMAL
0.717,8.597,0,1,1,WASTAGE
0.027,0.381,0,0,0,NORMAL
0.032,0.357,1,0,0,LOW
0.016,0.136,1,0,0,LOW
0.009,0.12,0,0,0,NORMAL
0.3,3.606,0,0,1,WASTAGE
0.006,0.078,1,0,0,LOW
0.0,0.066,1,0,0,LOW
0.012,0.13,1,0,0,LOW
0.827,9.998,0,1,1,WASTAGE
0.646,7.633,1,1,0,NORMAL
0.618,7.492,1,1,0,NORMAL
0.903,10.831,1,1,1,NORMAL
0.008,0.065,0,0,0,NORMAL
1.015,12.207,0,1,1,WASTAGE
0.497,5.947,1,1,0,NORMAL
0.789,9.625,1,1,1,NORMAL
0.425,5.178,0,1,0,WASTAGE
1.055,12.719,0,1,1,WASTAGE
0.561,6.787,0,0,1,WASTAGE
0.032,0.458,0,0,0,NORMAL
0.506,6.078,0,0,1,WASTAGE
0.638,7.601,1,1,1,NORMAL
0.035,0.351,0,0,0,NORMAL
0.902,10.772,0,1,1,WASTAGE
0.822,9.984,0,1,1,WASTAGE
0.992,11.946,1,1,1,NORMAL
0.858,10.347,1,1,1,NORMAL
0.622,7.385,0,1,0,WASTAGE
0.0,0.035,1,0,0,LOW
0.279,3.308,0,0,1,WASTAGE
0.593,7.084,0,1,0,WASTAGE
0.431,5.288,1,1,0,NORMAL
0.625,7.528,1,1,1,NORMAL
0.03,0.328,1,0,0,LOW
0.435,5.139,0,0,1,WASTAGE
0.042,0.395,1,0,0,LOW
0.0,0.029,0,0,0,NORMAL
1.012,12.14,0,1,1,WASTAGE
0.645,7.654,1,1,1,NORMAL
0.431,5.17,1,1,0,NORMAL
0.752,8.988,1,1,1,NORMAL
0.034,0.43,0,0,0,NORMAL
0.257,3.125,0,0,1,WASTAGE
0.69,8.262,0,1,0,WASTAGE
0.433,5.276,1,1,0,NORMAL
0.913,10.904,1,1,1,NORMAL
0.554,6.541,0,0,1,WASTAGE
0.735,8.836,1,1,1,NORMAL
0.047,0.49,0,0,0,NORMAL
0.471,5.669,1,1,0,NORMAL
0.646,7.856,1,1,1,NORMAL
0.73,8.709,0,1,0,WASTAGE
0.753,9.08,1,1,1,NORMAL
0.674,8.026,1,1,1,NORMAL
0.615,7.353,1,1,0,NORMAL
0.035,0.386,1,0,0,LOW
0.0,0.012,0,0,0,NORMAL
0.475,5.665,1,1,0,NORMAL
0.688,8.285,1,1,1,NORMAL
0.66,7.92,1,1,0,NORMAL
0.393,4.711,0,0,1,WASTAGE
0.021,0.198,1,0,0,LOW
0.822,9.961,0,1,1,WASTAGE
0.922,11.037,1,1,1,NORMAL
0.727,8.692,0,1,1,WASTAGE
0.851,10.281,0,1,1,WASTAGE
0.023,0.288,1,0,0,LOW
0.427,5.181,1,1,0,NORMAL
0.464,5.598,0,1,0,WASTAGE
0.624,7.411,0,1,0,WASTAGE
1.046,12.469,0,1,1,WASTAGE
0.377,4.615,0,1,0,WASTAGE
1.081,12.912,0,1,1,WASTAGE
0.021,0.348,0,0,0,NORMAL
0.534,6.338,0,1,0,WASTAGE
0.483,5.795,0,0,1,WASTAGE
0.622,7.454,1,1,0,NORMAL
0.372,4.464,0,0,1,WASTAGE
0.48,5.896,0,1,0,WASTAGE
0.967,11.566,0,1,1,WASTAGE
0.529,6.266,1,1,0,NORMAL
0.018,0.145,1,0,0,LOW
0.623,7.538,0,1,1,WASTAGE
0.0,0.098,0,0,0,NORMAL
0.351,4.179,0,0,1,WASTAGE
0.039,0.472,0,0,0,NORMAL
0.025,0.369,1,0,0,LOW
0.422,5.088,0,0,1,WASTAGE
0.033,0.477,0,0,0,NORMAL
0.486,5.882,0,1,0,WASTAGE
0.578,6.874,1,1,0,NORMAL
0.039,0.475,0,0,0,NORMAL
0.013,0.155,0,0,0,NORMAL
0.706,8.439,0,1,0,WASTAGE
0.536,6.424,0,1,0,WASTAGE
0.013,0.146,0,0,0,NORMAL
0.653,7.798,1,1,1,NORMAL
0.02,0.268,1,0,0,LOW
0.506,6.062,1,1,0,NORMAL
0.036,0.447,0,0,0,NORMAL
0.674,8.149,0,1,0,WASTAGE
0.015,0.129,0,0,0,NORMAL
0.592,7.091,0,1,1,WASTAGE
0.479,5.592,1,1,0,NORMAL
0.944,11.266,1,1,1,NORMAL
0.995,11.878,1,1,1,NORMAL
0.021,0.205,1,0,0,LOW
0.555,6.703,1,1,0,NORMAL
0.032,0.377,1,0,0,LOW
0.619,7.453,0,1,0,WASTAGE
0.702,8.412,1,1,0,NORMAL
0.837,10.09,0,1,1,WASTAGE
0.005,0.034,0,0,0,NORMAL
0.028,0.35,1,0,0,LOW
0.652,7.751,0,1,0,WASTAGE
0.584,6.993,1,1,0,NORMAL
0.641,7.853,1,1,1,NORMAL
0.691,8.231,1,1,1,NORMAL
0.448,5.309,1,1,0,NORMAL
0.01,0.082,0,0,0,NORMAL
0.486,5.83,0,0,1,WASTAGE
0.535,6.518,1,1,0,NORMAL
0.526,6.194,1,1,0,NORMAL
0.592,7.23,1,1,1,NORMAL
0.56,6.669,1,1,0,NORMAL
0.539,6.395,0,0,1,WASTAGE
0.714,8.527,1,1,1,NORMAL
0.0,0.027,0,0,0,NORMAL
0.909,10.839,1,1,1,NORMAL
0.541,6.448,0,0,1,WASTAGE
0.475,5.803,1,1,0,NORMAL
0.008,0.158,1,0,0,LOW
0.573,6.906,1,1,0,NORMAL
0.585,6.998,1,1,0,NORMAL
0.016,0.256,0,0,0,NORMAL
0.681,8.182,0,1,0,WASTAGE
0.571,6.886,0,1,0,WASTAGE
0.715,8.575,1,1,1,NORMAL
1.07,12.9,0,1,1,WASTAGE
0.489,5.783,1,1,0,NORMAL
0.697,8.32,0,1,1,WASTAGE
0.035,0.372,1,0,0,LOW
0.462,5.578,0,1,0,WASTAGE
0.898,10.777,1,1,1,NORMAL
0.687,8.19,0,1,0,WASTAGE
0.639,7.73,1,1,1,NORMAL
0.038,0.445,0,0,0,NORMAL
0.279,3.434,0,0,1,WASTAGE
0.037,0.482,0,0,0,NORMAL
0.036,0.36,1,0,0,LOW
0.423,5.093,0,1,0,WASTAGE
0.009,0.075,1,0,0,LOW
0.404,4.894,0,0,1,WASTAGE
0.496,5.921,1,1,0,NORMAL
0.002,0.019,0,0,0,NORMAL
0.005,0.046,0,0,0,NORMAL
0.46,5.569,1,1,0,NORMAL
0.63,7.411,0,1,0,WASTAGE
0.009,0.11,0,0,0,NORMAL
0.493,5.879,0,0,1,WASTAGE
0.597,7.062,0,1,0,WASTAGE
0.925,11.078,0,1,1,WASTAGE
0.928,11.069,0,1,1,WASTAGE
0.014,0.135,1,0,0,LOW
0.757,9.033,0,1,1,WASTAGE
0.505,5.961,1,1,0,NORMAL
0.68,8.204,0,1,1,WASTAGE
0.628,7.457,1,1,0,NORMAL
0.687,8.171,1,1,0,NORMAL
0.001,0.084,0,0,0,NORMAL
0.373,4.499,0,0,1,WASTAGE
1.065,12.739,0,1,1,WASTAGE
0.433,5.141,1,1,0,NORMAL
0.584,7.102,1,1,1,NORMAL
0.328,3.925,0,0,1,WASTAGE
0.016,0.242,0,0,0,NORMAL
0.597,7.16,1,1,0,NORMAL
0.004,0.042,0,0,0,NORMAL
0.35,4.265,0,0,1,WASTAGE
0.025,0.351,0,0,0,NORMAL
0.963,11.529,1,1,1,NORMAL
0.015,0.136,1,0,0,LOW
0.629,7.505,0,1,0,WASTAGE
0.679,8.12,0,1,1,WASTAGE
0.526,6.303,0,1,0,WASTAGE
0.679,8.102,0,1,1,WASTAGE
0.596,7.218,1,1,0,NORMAL
0.772,9.242,0,1,1,WASTAGE
0.509,6.065,0,0,1,WASTAGE
0.003,0.108,0,0,0,NORMAL
0.422,5.031,0,1,0,WASTAGE
0.001,0.006,1,0,0,LOW
0.016,0.184,1,0,0,LOW
0.026,0.305,1,0,0,LOW
0.562,6.713,0,0,1,WASTAGE
0.746,8.915,0,1,1,WASTAGE
0.875,10.604,1,1,1,NORMAL
0.585,7.06,1,1,0,NORMAL
0.033,0.358,1,0,0,LOW
0.698,8.371,0,1,1,WASTAGE
0.72,8.691,0,1,1,WASTAGE
0.825,9.878,0,1,1,WASTAGE
0.755,9.034,1,1,1,NORMAL
0.017,0.163,0,0,0,NORMAL
0.319,3.869,0,0,1,WASTAGE
0.463,5.61,1,1,0,NORMAL
0.017,0.208,1,0,0,LOW
0.015,0.203,0,0,0,NORMAL
0.656,7.795,1,1,0,NORMAL
0.827,9.939,1,1,1,NORMAL
0.864,10.335,1,1,1,NORMAL
0.861,10.211,1,1,1,NORMAL
1.031,12.367,0,1,1,WASTAGE
0.013,0.109,1,0,0,LOW
0.405,4.839,0,0,1,WASTAGE
0.8,9.688,1,1,1,NORMAL
0.57,6.799,1,1,0,NORMAL
0.715,8.516,1,1,1,NORMAL
0.017,0.207,0,0,0,NORMAL
0.881,10.648,0,1,1,WASTAGE
0.689,8.295,1,1,0,NORMAL
1.052,12.666,0,1,1,WASTAGE
0.026,0.388,1,0,0,LOW
0.739,8.868,1,1,1,NORMAL
0.595,7.092,1,1,1,NORMAL
0.009,0.08,0,0,0,NORMAL
0.841,10.066,1,1,1,NORMAL
0.965,11.614,0,1,1,WASTAGE
1.077,12.982,0,1,1,WASTAGE
0.035,0.387,1,0,0,LOW
0.747,8.947,0,1,1,WASTAGE
0.011,0.206,0,0,0,NORMAL
0.028,0.267,1,0,0,LOW
0.547,6.561,0,0,1,WASTAGE
0.786,9.38,0,1,1,WASTAGE
0.837,9.92,0,1,1,WASTAGE
0.27,3.269,0,0,1,WASTAGE
0.737,8.877,1,1,1,NORMAL
0.479,5.838,1,1,0,NORMAL
0.005,0.069,0,0,0,NORMAL
0.798,9.553,0,1,1,WASTAGE
0.416,5.069,1,1,0,NORMAL
0.552,6.638,0,0,1,WASTAGE
0.917,11.064,1,1,1,NORMAL
0.622,7.459,0,1,1,WASTAGE
0.472,5.54,0,1,0,WASTAGE
0.039,0.409,0,0,0,NORMAL
0.001,0.017,1,0,0,LOW
0.002,0.071,0,0,0,NORMAL
0.873,10.515,1,1,1,NORMAL
0.667,8.062,1,1,0,NORMAL
0.0,0.05,1,0,0,LOW
0.622,7.513,1,1,0,NORMAL
0.713,8.573,0,1,0,WASTAGE
0.901,10.802,1,1,1,NORMAL
0.362,4.501,0,0,1,WASTAGE
0.033,0.376,0,0,0,NORMAL
0.994,12.072,0,1,1,WASTAGE
0.009,0.162,0,0,0,NORMAL
0.025,0.31,1,0,0,LOW
0.771,9.321,1,1,1,NORMAL
1.076,12.883,0,1,1,WASTAGE
0.803,9.652,0,1,1,WASTAGE
0.758,9.201,1,1,1,NORMAL
0.039,0.306,0,0,0,NORMAL
0.013,0.038,1,0,0,LOW
0.358,4.19,0,0,1,WASTAGE
0.501,6.103,0,1,0,WASTAGE
0.966,11.638,0,1,1,WASTAGE
0.596,7.098,0,1,0,WASTAGE
0.011,0.194,1,0,0,LOW
0.999,11.997,0,1,1,WASTAGE
0.935,11.329,0,1,1,WASTAGE
0.011,0.204,1,0,0,LOW
0.678,8.229,1,1,1,NORMAL
0.021,0.23,1,0,0,LOW
0.477,5.781,0,0,1,WASTAGE
0.573,6.879,0,1,0,WASTAGE
0.022,0.145,1,0,0,LOW
0.548,6.576,0,0,1,WASTAGE
0.53,6.381,1,1,0,NORMAL
0.446,5.309,0,1,0,WASTAGE
0.519,6.242,1,1,0,NORMAL
0.019,0.261,1,0,0,LOW
0.027,0.265,1,0,0,LOW
0.044,0.491,0,0,0,NORMAL
0.652,7.778,0,1,1,WASTAGE
0.029,0.393,0,0,0,NORMAL
0.002,0.116,1,0,0,LOW
1.029,12.352,0,1,1,WASTAGE
0.779,9.405,1,1,1,NORMAL
0.019,0.142,0,0,0,NORMAL
0.017,0.094,1,0,0,LOW
0.526,6.244,1,1,0,NORMAL
0.385,4.568,0,0,1,WASTAGE
0.665,7.999,1,1,1,NORMAL
0.491,5.79,1,1,0,NORMAL
0.282,3.28,0,0,1,WASTAGE
0.263,3.164,0,0,1,WASTAGE
0.834,9.991,1,1,1,NORMAL
0.787,9.549,1,1,1,NORMAL
0.591,7.172,0,1,1,WASTAGE
0.766,9.162,1,1,1,NORMAL
0.016,0.199,1,0,0,LOW
0.013,0.225,1,0,0,LOW
0.382,4.595,0,0,1,WASTAGE
0.479,5.764,1,1,0,NORMAL
0.027,0.126,1,0,0,LOW
0.012,0.183,0,0,0,NORMAL
0.003,0.07,0,0,0,NORMAL
0.702,8.404,0,1,0,WASTAGE
0.658,7.895,0,1,0,WASTAGE
0.667,8.043,1,1,0,NORMAL
0.472,5.685,1,1,0,NORMAL
0.031,0.331,0,0,0,NORMAL
0.613,7.474,0,1,1,WASTAGE
0.003,0.098,0,0,0,NORMAL
0.027,0.346,0,0,0,NORMAL
0.288,3.524,0,0,1,WASTAGE
0.995,11.891,0,1,1,WASTAGE
0.465,5.582,0,0,1,WASTAGE
0.541,6.411,1,1,0,NORMAL
1.016,12.195,0,1,1,WASTAGE
0.892,10.709,0,1,1,WASTAGE
0.004,0.092,1,0,0,LOW
0.365,4.461,0,0,1,WASTAGE
0.411,4.895,0,0,1,WASTAGE
0.635,7.726,0,1,0,WASTAGE
0.567,6.797,1,1,0,NORMAL
0.444,5.257,0,0,1,WASTAGE
0.641,7.695,1,1,1,NORMAL
0.044,0.46,0,0,0,NORMAL
0.674,8.148,0,1,1,WASTAGE
0.02,0.259,1,0,0,LOW
0.021,0.26,1,0,0,LOW
0.006,0.088,1,0,0,LOW
0.026,0.245,1,0,0,LOW
0.917,11.045,1,1,1,NORMAL
0.743,8.993,0,1,1,WASTAGE
0.847,10.168,1,1,1,NORMAL
0.02,0.281,1,0,0,LOW
0.588,7.188,0,1,0,WASTAGE
0.592,7.2,1,1,0,NORMAL
0.028,0.433,0,0,0,NORMAL
0.472,5.81,0,1,0,WASTAGE
0.838,9.995,1,1,1,NORMAL
0.005,0.172,1,0,0,LOW
0.995,11.855,1,1,1,NORMAL
0.014,0.342,1,0,0,LOW
0.012,0.139,1,0,0,LOW
0.583,7.003,1,1,0,NORMAL
0.655,7.827,1,1,0,NORMAL
0.665,7.934,0,1,1,WASTAGE
0.277,3.266,0,0,1,WASTAGE
0.764,9.151,0,1,1,WASTAGE
0.931,11.164,1,1,1,NORMAL
0.0,0.085,0,0,0,NORMAL
0.016,0.144,1,0,0,LOW
0.642,7.742,1,1,0,NORMAL
0.03,0.409,0,0,0,NORMAL
0.924,11.024,0,1,1,WASTAGE
0.476,5.687,1,1,0,NORMAL
0.355,4.249,0,0,1,WASTAGE
0.38,4.518,0,1,0,WASTAGE
0.256,3.069,0,0,1,WASTAGE
0.691,8.273,0,1,1,WASTAGE
0.677,8.15,0,1,0,WASTAGE
0.019,0.246,1,0,0,LOW
0.043,0.461,0,0,0,NORMAL
0.015,0.211,1,0,0,LOW
0.756,9.108,0,1,1,WASTAGE
0.0,0.033,1,0,0,LOW
0.688,8.265,1,1,0,NORMAL
0.663,7.845,1,1,0,NORMAL
0.012,0.166,0,0,0,NORMAL
0.665,7.972,0,1,0,WASTAGE
0.278,3.305,0,0,1,WASTAGE
0.021,0.205,0,0,0,NORMAL
0.638,7.647,0,1,1,WASTAGE
0.017,0.208,1,0,0,LOW
0.698,8.379,1,1,0,NORMAL
0.619,7.37,1,1,0,NORMAL
0.82,9.859,1,1,1,NORMAL
0.472,5.598,1,1,0,NORMAL
0.406,4.796,0,1,0,WASTAGE
0.781,9.325,1,1,1,NORMAL
0.006,0.102,1,0,0,LOW
0.453,5.394,1,1,0,NORMAL
0.649,7.818,1,1,0,NORMAL
0.038,0.473,0,0,0,NORMAL
0.019,0.336,1,0,0,LOW
0.015,0.144,1,0,0,LOW
0.395,4.738,0,0,1,WASTAGE
0.016,0.24,0,0,0,NORMAL
0.011,0.13,0,0,0,NORMAL
0.509,6.197,1,1,0,NORMAL
0.025,0.295,1,0,0,LOW
0.734,8.741,0,1,0,WASTAGE
0.015,0.161,1,0,0,LOW
0.702,8.35,0,1,0,WASTAGE
0.937,11.276,1,1,1,NORMAL
0.624,7.398,0,1,0,WASTAGE
0.359,4.2,0,0,1,WASTAGE
0.817,9.798,0,1,1,WASTAGE
0.808,9.657,1,1,1,NORMAL
0.039,0.438,0,0,0,NORMAL
0.022,0.24,1,0,0,LOW
0.766,9.236,1,1,1,NORMAL
0.616,7.355,1,1,1,NORMAL
0.669,7.945,1,1,1,NORMAL
0.62,7.394,1,1,0,NORMAL
1.078,12.909,0,1,1,WASTAGE
0.709,8.518,1,1,1,NORMAL
0.382,4.508,0,0,1,WASTAGE
0.005,0.101,0,0,0,NORMAL
0.031,0.369,0,0,0,NORMAL
0.721,8.697,0,1,0,WASTAGE
0.398,4.811,0,0,1,WASTAGE
0.834,9.949,0,1,1,WASTAGE
0.525,6.289,0,1,0,WASTAGE
0.637,7.593,1,1,1,NORMAL
0.663,8.005,1,1,0,NORMAL
0.424,5.072,0,1,0,WASTAGE
0.014,0.118,1,0,0,LOW
0.023,0.299,1,0,0,LOW
0.601,7.26,1,1,1,NORMAL
0.585,7.122,1,1,1,NORMAL
0.801,9.666,0,1,1,WASTAGE
0.499,6.025,0,0,1,WASTAGE
0.439,5.311,0,0,1,WASTAGE
0.96,11.505,1,1,1,NORMAL
0.589,7.123,1,1,1,NORMAL
0.315,3.619,0,0,1,WASTAGE
1.086,12.983,0,1,1,WASTAGE
0.652,7.888,0,1,0,WASTAGE
0.022,0.191,0,0,0,NORMAL
0.648,7.82,1,1,1,NORMAL
0.882,10.609,0,1,1,WASTAGE
0.035,0.354,0,0,0,NORMAL
0.801,9.687,1,1,1,NORMAL
0.32,3.748,0,0,1,WASTAGE
0.019,0.233,0,0,0,NORMAL
0.527,6.258,0,1,0,WASTAGE
0.707,8.442,0,1,1,WASTAGE
0.632,7.671,1,1,1,NORMAL
0.552,6.712,0,1,0,WASTAGE
0.483,5.915,0,1,0,WASTAGE
0.034,0.393,1,0,0,LOW
0.497,6.043,0,1,0,WASTAGE
0.0,0.085,1,0,0,LOW
0.744,8.937,0,1,0,WASTAGE
0.279,3.368,0,0,1,WASTAGE
0.722,8.733,0,1,0,WASTAGE
0.016,0.258,0,0,0,NORMAL
0.649,7.737,1,1,0,NORMAL
0.004,0.132,1,0,0,LOW
0.503,5.924,0,0,1,WASTAGE
0.859,10.248,0,1,1,WASTAGE
0.635,7.628,1,1,1,NORMAL
0.553,6.722,1,1,0,NORMAL
0.557,6.702,1,1,0,NORMAL
0.643,7.633,0,1,1,WASTAGE
0.018,0.269,0,0,0,NORMAL
0.672,7.998,0,1,1,WASTAGE
0.439,5.285,1,1,0,NORMAL
0.019,0.21,1,0,0,LOW
0.698,8.353,1,1,0,NORMAL
